Year,Period,Trade Flow,Reporter,Partner,Commodity,Commodity Code,Trade Value (US$)
2019,201902,Exports,United Kingdom,Poland,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,886051
2019,201902,Exports,United Kingdom,Ghana,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,784655
2019,201902,Exports,United Kingdom,Estonia,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,33
2019,201902,Exports,United Kingdom,Guatemala,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,109547
2019,201902,Exports,United Kingdom,Algeria,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,693528
2019,201902,Exports,United Kingdom,Austria,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,476
2019,201902,Exports,United Kingdom,Gabon,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,91013
2019,201902,Exports,United Kingdom,Kuwait,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,49159
2019,201902,Exports,United Kingdom,Malta,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,1953
2019,201902,Exports,United Kingdom,Singapore,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,88013
2019,201902,Exports,United Kingdom,"China, Hong Kong SAR",Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,237337
2019,201902,Exports,United Kingdom,Greece,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,7796
2019,201902,Exports,United Kingdom,Pakistan,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,634991
2019,201902,Exports,United Kingdom,Denmark,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,1465
2019,201902,Exports,United Kingdom,China,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,4610508
2019,201902,Exports,United Kingdom,Bermuda,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,3044
2019,201910,Exports,United Kingdom,Qatar,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,12851
2019,201910,Exports,United Kingdom,Sri Lanka,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,9489
2019,201910,Exports,United Kingdom,South Africa,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,10232
2019,201910,Exports,United Kingdom,Poland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,96568
2019,201910,Exports,United Kingdom,Belgium,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,1254487
2019,201910,Exports,United Kingdom,Bahrain,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,1858
2019,201910,Exports,United Kingdom,Romania,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,4117
2019,201910,Exports,United Kingdom,Falkland Isds (Malvinas),Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,16956
2019,201910,Exports,United Kingdom,Saudi Arabia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,3512
2019,201910,Exports,United Kingdom,Luxembourg,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,5
2019,201910,Exports,United Kingdom,Turkey,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,3606
2019,201910,Exports,United Kingdom,Iceland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,1058
2019,201910,Exports,United Kingdom,Malaysia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,5149
2019,201910,Exports,United Kingdom,Italy,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,2520
2019,201910,Exports,United Kingdom,Netherlands,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,933272
2019,201910,Exports,United Kingdom,Japan,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,10138
2019,201910,Exports,United Kingdom,Singapore,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,34305
2019,201910,Exports,United Kingdom,Finland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,9
2019,201910,Exports,United Kingdom,Spain,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,92486
2019,201910,Exports,United Kingdom,Hungary,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,28
2019,201910,Exports,United Kingdom,Slovenia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,38
2019,201902,Exports,United Kingdom,Hungary,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,72392
2019,201902,Exports,United Kingdom,Myanmar,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,129585
2019,201902,Exports,United Kingdom,Lithuania,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,172
2019,201902,Exports,United Kingdom,Spain,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,318082
2019,201902,Exports,United Kingdom,Sweden,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,350
2019,201902,Exports,United Kingdom,Czech Rep.,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,3356
2019,201902,Exports,United Kingdom,Cyprus,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,2057
2019,201907,Exports,United Kingdom,Brunei Darussalam,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,1672
2019,201907,Exports,United Kingdom,Bulgaria,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,54
2019,201907,Imports,United Kingdom,France,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,1599953
2019,201903,Imports,United Kingdom,France,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,2946014
2019,201907,Exports,United Kingdom,Germany,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,838123
2019,201909,Exports,United Kingdom,Norway,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,4546
2019,201909,Exports,United Kingdom,India,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,14463
2019,201909,Exports,United Kingdom,France,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,307114
2019,201909,Exports,United Kingdom,United States of America,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,2910
2019,201909,Exports,United Kingdom,"Other Asia, nes",Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,8223
2019,201903,Exports,United Kingdom,Bermuda,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,5373
2019,201903,Exports,United Kingdom,France,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,274258
2019,201901,Imports,United Kingdom,France,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,1770213
2019,201903,Exports,United Kingdom,Brunei Darussalam,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,1900
2019,201910,Exports,United Kingdom,Greece,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,1366
2019,201910,Exports,United Kingdom,"China, Hong Kong SAR",Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,182647
2019,201910,Exports,United Kingdom,Latvia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,23605
2019,201910,Exports,United Kingdom,China,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,198066
2019,201910,Exports,United Kingdom,Bulgaria,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,53
2019,201910,Exports,United Kingdom,Guyana,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,80173
2019,201903,Exports,United Kingdom,Austria,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,58
2019,201903,Exports,United Kingdom,Poland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,187499
2019,201903,Exports,United Kingdom,Switzerland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,3206
2019,201911,Exports,United Kingdom,Ireland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,22498005
2019,201907,Imports,United Kingdom,Sweden,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,84067
2019,201907,Imports,United Kingdom,Denmark,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,71277
2019,201903,Exports,United Kingdom,Belgium,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,1917213
2019,201903,Exports,United Kingdom,Malta,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,10666
2019,201902,Imports,United Kingdom,Czech Rep.,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,29
2019,201902,Imports,United Kingdom,Poland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,592935
2019,201902,Imports,United Kingdom,Sweden,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,48583
2019,201902,Imports,United Kingdom,Italy,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,28264
2019,201902,Imports,United Kingdom,Portugal,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,5876
2019,201902,Imports,United Kingdom,Slovakia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,22995
2019,201902,Imports,United Kingdom,Bulgaria,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,99242
2019,201902,Imports,United Kingdom,Luxembourg,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,5923
2019,201902,Imports,United Kingdom,Denmark,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,290715
2019,201902,Imports,United Kingdom,Lithuania,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,7808
2019,201902,Imports,United Kingdom,Germany,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,859060
2019,201902,Imports,United Kingdom,Ireland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,8360677
2019,201902,Imports,United Kingdom,Hungary,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,14122
2019,201902,Imports,United Kingdom,Belgium,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,431517
2019,201902,Imports,United Kingdom,Romania,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,34740
2019,201902,Imports,United Kingdom,Netherlands,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,801809
2019,201907,Imports,United Kingdom,Poland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,429442
2019,201904,Exports,United Kingdom,Ireland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,30759741
2019,201907,Imports,United Kingdom,Ireland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,15026502
2019,201903,Imports,United Kingdom,Belgium,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,445516
2019,201901,Exports,United Kingdom,Germany,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,320667
2019,201901,Exports,United Kingdom,Austria,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,8
2019,201901,Exports,United Kingdom,Romania,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,6211
2019,201901,Exports,United Kingdom,Greece,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,1298
2019,201901,Exports,United Kingdom,Hungary,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,3538
2019,201901,Exports,United Kingdom,Cyprus,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,27
2019,201903,Exports,United Kingdom,Bulgaria,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,49226
2019,201903,Exports,United Kingdom,Myanmar,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,4504
2019,201907,Exports,United Kingdom,Ireland,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,2466702
2019,201907,Exports,United Kingdom,Cayman Isds,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,3424
2019,201903,Exports,United Kingdom,Norway,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,6872
2019,201903,Imports,United Kingdom,Czech Rep.,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,29678
2019,201911,Imports,United Kingdom,Romania,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,27266
2019,201911,Imports,United Kingdom,Spain,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,1203266
2019,201911,Imports,United Kingdom,Portugal,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,1274
2019,201911,Imports,United Kingdom,Belgium,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,5763426
2019,201911,Imports,United Kingdom,Sweden,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,21067
2019,201911,Imports,United Kingdom,Germany,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,2942597
2019,201911,Imports,United Kingdom,Denmark,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,7754
2019,201911,Imports,United Kingdom,Lithuania,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,52588
2019,201911,Imports,United Kingdom,Poland,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,274657
2019,201911,Imports,United Kingdom,Czech Rep.,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,281
2019,201911,Imports,United Kingdom,Netherlands,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,3417792
2019,201911,Imports,United Kingdom,Ukraine,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,36617
2019,201911,Imports,United Kingdom,Ireland,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,4606477
2019,201907,Exports,United Kingdom,China,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,5356828
2019,201903,Exports,United Kingdom,Cayman Isds,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,1565
2019,201910,Imports,United Kingdom,Denmark,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,10829
2019,201910,Imports,United Kingdom,Sweden,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,58984
2019,201910,Imports,United Kingdom,Belgium,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,5741358
2019,201910,Imports,United Kingdom,Germany,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,4862994
2019,201910,Imports,United Kingdom,Romania,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,15384
2019,201910,Imports,United Kingdom,Italy,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,8
2019,201910,Imports,United Kingdom,Portugal,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,10824
2019,201910,Imports,United Kingdom,Czech Rep.,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,210
2019,201910,Imports,United Kingdom,Spain,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,1538573
2019,201910,Imports,United Kingdom,Poland,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,687683
2019,201910,Imports,United Kingdom,Lithuania,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,130421
2019,201910,Imports,United Kingdom,Netherlands,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,2558245
2019,201910,Imports,United Kingdom,Ireland,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,6153087
2019,201908,Exports,United Kingdom,Yemen,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,232895
2019,201908,Exports,United Kingdom,Singapore,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,183407
2019,201908,Exports,United Kingdom,Lithuania,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,57
2019,201908,Exports,United Kingdom,Austria,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,74
2019,201908,Exports,United Kingdom,Saudi Arabia,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,1234
2019,201908,Exports,United Kingdom,Philippines,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,1258067
2019,201908,Exports,United Kingdom,Suriname,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,87938
2019,201908,Exports,United Kingdom,Greece,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,57075
2019,201908,Exports,United Kingdom,Egypt,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,1598646
2019,201908,Exports,United Kingdom,Myanmar,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,273289
2019,201901,Exports,United Kingdom,Philippines,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,32770
2019,201901,Exports,United Kingdom,Malta,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,15075
2019,201901,Exports,United Kingdom,Poland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,8871
2019,201901,Exports,United Kingdom,"China, Hong Kong SAR",Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,671791
2019,201901,Exports,United Kingdom,Denmark,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,19
2019,201901,Exports,United Kingdom,United Arab Emirates,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,18361
2019,201901,Exports,United Kingdom,South Africa,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,10312
2019,201901,Exports,United Kingdom,Latvia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,37929
2019,201901,Exports,United Kingdom,Czech Rep.,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,12360
2019,201901,Exports,United Kingdom,Netherlands,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,721078
2019,201901,Exports,United Kingdom,Rep. of Korea,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,49645
2019,201901,Exports,United Kingdom,Italy,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,2115
2019,201901,Exports,United Kingdom,Belgium,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,1536159
2019,201901,Exports,United Kingdom,Japan,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,24547
2019,201901,Exports,United Kingdom,Singapore,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,12710
2019,201901,Exports,United Kingdom,China,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,654219
2019,201901,Exports,United Kingdom,Spain,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,159429
2019,201901,Exports,United Kingdom,Falkland Isds (Malvinas),Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,27082
2019,201901,Exports,United Kingdom,Sweden,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,2716
2019,201901,Exports,United Kingdom,Trinidad and Tobago,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,11101
2019,201901,Exports,United Kingdom,Viet Nam,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,80958
2019,201908,Exports,United Kingdom,Portugal,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,6838
2019,201908,Exports,United Kingdom,Bermuda,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,4081
2019,201908,Exports,United Kingdom,Lebanon,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,308878
2019,201908,Exports,United Kingdom,Estonia,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,39
2019,201908,Exports,United Kingdom,Turkey,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,324850
2019,201908,Exports,United Kingdom,Malta,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,21029
2019,201908,Exports,United Kingdom,Dominican Rep.,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,87933
2019,201908,Exports,United Kingdom,Syria,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,516376
2019,201908,Exports,United Kingdom,Mauritius,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,3271
2019,201908,Exports,United Kingdom,Finland,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,19
2019,201908,Exports,United Kingdom,Sweden,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,3724
2019,201908,Exports,United Kingdom,Poland,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,1090043
2019,201908,Exports,United Kingdom,Netherlands,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,8207876
2019,201908,Exports,United Kingdom,Congo,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,303168
2019,201908,Exports,United Kingdom,Pakistan,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,835654
2019,201908,Exports,United Kingdom,Angola,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,290596
2019,201908,Exports,United Kingdom,Slovakia,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,60
2019,201908,Exports,United Kingdom,Viet Nam,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,22956
2019,201908,Exports,United Kingdom,Côte d'Ivoire,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,505279
2019,201908,Exports,United Kingdom,Romania,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,48161
2019,201908,Exports,United Kingdom,Luxembourg,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,56
2019,201908,Exports,United Kingdom,Antigua and Barbuda,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,14588
2019,201908,Exports,United Kingdom,Algeria,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,4759594
2019,201908,Exports,United Kingdom,Czech Rep.,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,4130
2019,201908,Exports,United Kingdom,Mexico,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,539088
2019,201908,Exports,United Kingdom,Ireland,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,2557325
2019,201908,Exports,United Kingdom,"China, Hong Kong SAR",Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,270848
2019,201908,Exports,United Kingdom,Qatar,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,3491
2019,201908,Exports,United Kingdom,Croatia,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,23
2019,201908,Exports,United Kingdom,Japan,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,7164
2019,201908,Exports,United Kingdom,Australia,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,319492
2019,201908,Exports,United Kingdom,Belgium,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,1566508
2019,201908,Exports,United Kingdom,Nigeria,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,627383
2019,201908,Exports,United Kingdom,South Africa,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,243619
2019,201908,Exports,United Kingdom,Hungary,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,436
2019,201908,Exports,United Kingdom,Brunei Darussalam,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,2543
2019,201908,Exports,United Kingdom,Thailand,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,53228
2019,201908,Exports,United Kingdom,Gabon,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,167515
2019,201908,Exports,United Kingdom,Saint Kitts and Nevis,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,2283
2019,201908,Exports,United Kingdom,Oman,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,54826
2019,201908,Exports,United Kingdom,United Arab Emirates,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,87348
2019,201908,Exports,United Kingdom,Cyprus,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,3270
2019,201908,Exports,United Kingdom,Falkland Isds (Malvinas),Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,1581
2019,201901,Exports,United Kingdom,Lithuania,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,313
2019,201901,Exports,United Kingdom,Luxembourg,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,10
2019,201901,Exports,United Kingdom,Slovenia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,92
2019,201901,Exports,United Kingdom,Saudi Arabia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,1781
2019,201901,Exports,United Kingdom,Qatar,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,63703
2019,201901,Exports,United Kingdom,Kuwait,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,4141
2019,201901,Exports,United Kingdom,Saint Helena,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,5097
2019,201901,Exports,United Kingdom,Saint Kitts and Nevis,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,1364
2019,201909,Exports,United Kingdom,Czech Rep.,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,13395
2019,201908,Exports,United Kingdom,Germany,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,2154973
2019,201903,Exports,United Kingdom,United States of America,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,439661
2019,201907,Imports,United Kingdom,Italy,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,5674
2019,201903,Exports,United Kingdom,Spain,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,130335
2019,201903,Exports,United Kingdom,Sweden,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,1284
2019,201907,Imports,United Kingdom,Spain,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,408981
2019,201901,Exports,United Kingdom,Portugal,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,6048
2019,201908,Exports,United Kingdom,Burkina Faso,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,606335
2019,201908,Exports,United Kingdom,China,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,6095104
2019,201908,Exports,United Kingdom,Malaysia,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,168389
2019,201907,Exports,United Kingdom,Congo,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,190793
2019,201903,Exports,United Kingdom,Saint Helena,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,6668
2019,201908,Exports,United Kingdom,Spain,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,350979
2019,201907,Exports,United Kingdom,Luxembourg,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,17
2019,201907,Exports,United Kingdom,Cyprus,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,1394
2019,201912,Exports,United Kingdom,Ireland,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,3751561
2019,201912,Imports,United Kingdom,France,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,850992
2019,201903,Imports,United Kingdom,Italy,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,32276
2019,201910,Exports,United Kingdom,Ireland,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,2674373
2019,201907,Exports,United Kingdom,Estonia,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,54
2019,201910,Exports,United Kingdom,India,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,2017
2019,201910,Exports,United Kingdom,France,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,669843
2019,201910,Exports,United Kingdom,United States of America,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,5435
2019,201910,Exports,United Kingdom,Switzerland,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,8794
2019,201907,Exports,United Kingdom,Italy,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,261682
2019,201908,Imports,United Kingdom,France,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,1666053
2019,201910,Imports,United Kingdom,France,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,1127474
2019,201911,Imports,United Kingdom,France,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,1240289
2019,201909,Imports,United Kingdom,France,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,2758845
2019,201902,Imports,United Kingdom,Spain,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,345885
2019,201903,Exports,United Kingdom,Singapore,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,18964
2019,201904,Imports,United Kingdom,France,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,1026643
